tcpuid_1881,csd_name_1881,cd_name_1881,pr_1881,tcpuid_1891,csd_name_1891,cd_name_1891,pr_1891,relationship,iou,frac_from,frac_to,name_similarity
ON152001,"Orangeville, Town—Ville","Wellington, Centre",ON,ON126008,"Orangeville, Town—Ville","Wellington, Centre",ON,OVERLAPS,0.2342,0.2624,0.6859,100.0
ON155006,"Shelburne, Village","Grey, East—Est",ON,ON067009,"Shelburne, Village","Grey, East—Est",ON,OVERLAPS,0.2793,0.6329,0.3333,100.0
ON102002,Iroquois,Dundas,ON,ON057002,"Iroquois, Village",Dundas,ON,SAME_AS,1.0,1.0,1.0,74.8
ON128001,Darlington,"Durham, West—Ouest",ON,ON059004,Darlington,"Durham, West—Ouest",ON,OVERLAPS,0.9514,1.0,0.9514,100.0
ON127001,Hope,"Durham, East—Est",ON,ON058002,Hope,"Durham, East—Est",ON,OVERLAPS,0.9786,0.9995,0.9791,100.0
ON128005,"Bowmanville, Town—Ville","Durham, West—Ouest",ON,ON059004,Darlington,"Durham, West—Ouest",ON,OVERLAPS,0.0482,0.8564,0.0486,51.21
ON127002,"Port Hope, Town—Ville","Durham, East—Est",ON,ON058005,"Port Hope, Town—Ville","Durham, East—Est",ON,OVERLAPS,0.283,0.2878,0.9439,100.0
ON127002,"Port Hope, Town—Ville","Durham, East—Est",ON,ON058002,Hope,"Durham, East—Est",ON,OVERLAPS,0.0207,0.7122,0.0209,52.4
ON128002,"Newcastle, Village","Durham, West—Ouest",ON,ON059003,Clarke,"Durham, West—Ouest",ON,OVERLAPS,0.0176,0.6842,0.0178,53.33
ON163003,"St. Thomas, Town—Ville","Elgin, East—Est",ON,ON060005,"St. Thomas, City—Cité","Elgin, East—Est",ON,SAME_AS,1.0,1.0,1.0,78.84
ON181010,Sandwich W-O,Essex,ON,ON062010,"Windsor, Town—Ville","Essex, North—Nord",ON,OVERLAPS,0.0147,0.0149,0.6242,31.7
ON181011,"Sandwich, Town—Ville",Essex,ON,ON062005,Sandwich W-O,"Essex, North—Nord",ON,OVERLAPS,0.0732,0.7785,0.0748,57.39
ON181017,Tilbury W-O,Essex,ON,ON062007,Tilbury,"Essex, North—Nord",ON,SAME_AS,0.989,0.989,1.0,68.08
ON107006,"Kemptville, Village","Leeds & Grenville, North—Nord",ON,ON085003,Kemptville,"Leeds & Grenville, North—Nord",ON,SAME_AS,1.0,1.0,1.0,78.28
ON146003,Cayuga S,Haldimand,ON,ON094002,Cayuga S,Monck,ON,SAME_AS,1.0,1.0,1.0,78.57
ON150004,"Oakville, Town—Ville",Halton,ON,ON071008,"Oakville, Town—Ville",Halton,ON,OVERLAPS,0.2232,0.2568,0.6305,100.0
ON150004,"Oakville, Town—Ville",Halton,ON,ON071009,Trafalgar,Halton,ON,OVERLAPS,0.0156,0.7432,0.0157,39.66
ON120001,Thurlow,"Hastings, East—Est",ON,ON073003,Thurlow,"Hastings, East—Est",ON,OVERLAPS,0.9605,1.0,0.9605,100.0
ON120002,Tyendinaga,"Hastings, East—Est",ON,ON073004,Tyendinaga,"Hastings, East—Est",ON,OVERLAPS,0.9492,0.9936,0.9551,100.0
ON121001,Sidney,"Hastings, West—Ouest",ON,ON075003,Sydney,"Hastings, West—Ouest",ON,OVERLAPS,0.9504,0.9917,0.9581,88.33
ON174007,Grey,"Huron, Centre",ON,ON076002,"Brussels, Village","Huron, East—Est",ON,OVERLAPS,0.0069,0.0069,0.7531,34.76
ON175004,Wawanosh E,"Huron, North—Nord",ON,ON078004,East Wawanosh,"Huron, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,66.34
ON175008,"Wingham, Village","Huron, North—Nord",ON,ON076007,"Wingham, Town—Ville","Huron, East—Est",ON,SAME_AS,1.0,1.0,1.0,72.88
ON174008,Brussels,"Huron, Centre",ON,ON076003,Grey,"Huron, East—Est",ON,OVERLAPS,0.0023,0.5061,0.0023,44.76
ON174001,Tuckersmith,"Huron, Centre",ON,ON077005,"Seaforth, Town—Ville","Huron, South—Sud",ON,OVERLAPS,0.0098,0.0099,0.6901,34.62
ON173007,Goderich,"Huron, South—Sud",ON,ON078002,"Clinton, Town—Ville","Huron, West—Ouest",ON,OVERLAPS,0.0071,0.0071,0.6611,30.37
ON173007,Goderich,"Huron, South—Sud",ON,ON078005,Goderich,"Huron, West—Ouest",ON,OVERLAPS,0.9616,0.9929,0.9683,90.0
ON174002,"Goderich, Town—Ville","Huron, Centre",ON,ON078005,Goderich,"Huron, West—Ouest",ON,OVERLAPS,0.0227,0.6855,0.0229,60.0
ON180007,Chatham,Kent,ON,ON047003,Chatham,Bothwell,ON,SAME_AS,1.0,1.0,1.0,75.0
ON178001,Howard,Bothwell,ON,ON061004,Howard,"Elgin, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,74.8
ON178002,Orford,Bothwell,ON,ON061005,Orford,"Elgin, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,74.8
ON178008,Bothwell,Bothwell,ON,ON047001,"Bothwell, Town—Ville",Bothwell,ON,SAME_AS,1.0,1.0,1.0,70.0
ON178009,"Ridgetown, Village",Bothwell,ON,ON061006,"Ridgetown, Town—Ville","Elgin, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,62.24
ON180008,"Wallaceburgh, Village",Kent,ON,ON047008,"Wallaceburg, Village",Bothwell,ON,SAME_AS,1.0,1.0,1.0,73.29
ON178005,Euphemia,Bothwell,ON,ON093003,Euphemia,"Middlesex, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,74.14
ON179017,"Forest, Village",Lambton,ON,ON082001,"Forest, Town—Ville","Lambton, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,71.31
ON179002,Sarnia,Lambton,ON,ON082005,Sarnia,"Lambton, West—Ouest",ON,OVERLAPS,0.9728,0.9888,0.9836,86.15
ON179002,Sarnia,Lambton,ON,ON082004,"Point Edward, Village","Lambton, West—Ouest",ON,OVERLAPS,0.0095,0.0096,0.7431,36.89
ON179001,"Sarnia, Town—Ville",Lambton,ON,ON082006,"Sarnia, Town—Ville","Lambton, West—Ouest",ON,OVERLAPS,0.4498,0.4804,0.876,86.15
ON179001,"Sarnia, Town—Ville",Lambton,ON,ON082005,Sarnia,"Lambton, West—Ouest",ON,OVERLAPS,0.012,0.5196,0.0121,51.15
ON112001,Ramsay,"Lanark, North—Nord",ON,ON083010,Ramsay,"Lanark, North—Nord",ON,OVERLAPS,0.9798,0.9932,0.9864,100.0
ON112001,Ramsay,"Lanark, North—Nord",ON,ON083001,"Almonte, Town—Ville","Lanark, North—Nord",ON,OVERLAPS,0.0068,0.0068,0.7105,41.2
ON118006,"Denbigh, Abinger, Ashby, Effingham",Addington,ON,ON045001,"Abinger, Effingham, Ashby & Denbigh",Addington,ON,SAME_AS,1.0,1.0,1.0,70.58
ON117008,Richmond,Lennox,ON,ON087008,Richmond,Lennox,ON,OVERLAPS,0.9711,1.0,0.9711,100.0
ON117007,"Napanee, Town—Ville",Lennox,ON,ON087008,Richmond,Lennox,ON,OVERLAPS,0.0219,0.658,0.0221,40.37
ON144001,Caistor,Monck,ON,ON130003,Caistor,"Wentworth, South—Sud",ON,SAME_AS,1.0,1.0,1.0,72.4
ON143001,"Niagara, Township",Niagara,ON,ON088006,Niagara,Lincoln & Niagara,ON,OVERLAPS,0.9749,0.9912,0.9834,58.33
ON143002,"Niagara, Town—Ville",Niagara,ON,ON088006,Niagara,Lincoln & Niagara,ON,OVERLAPS,0.0163,0.5179,0.0166,55.19
ON143002,"Niagara, Town—Ville",Niagara,ON,ON088007,"Niagara, Town—Ville",Lincoln & Niagara,ON,OVERLAPS,0.3786,0.4821,0.6383,87.5
ON145009,"Grimsby, Village",Lincoln,ON,ON130007,"Grimsby, Village","Wentworth, South—Sud",ON,SAME_AS,1.0,1.0,1.0,74.44
ON167001,Westminster,"Middlesex, East—Est",ON,ON090004,London E,"Middlesex, East—Est",ON,OVERLAPS,0.0158,0.0159,0.7071,44.74
ON169001,Adelaide,"Middlesex, North—Nord",ON,ON093001,Adelaide,"Middlesex, West—Ouest",ON,OVERLAPS,0.967,0.9895,0.977,90.0
ON169001,Adelaide,"Middlesex, North—Nord",ON,ON093008,"Strathroy, Town—Ville","Middlesex, West—Ouest",ON,OVERLAPS,0.0102,0.0102,0.7737,34.48
ON131009,"Macauly, Bracebridge, Village",Muskoka,ON,ON101006,Macaulay,"Ontario, North—Nord",ON,OVERLAPS,0.979,0.979,1.0,31.1
ON131004,"Medora, Wood",Muskoka,ON,ON117004,Medora & Wood,"Simcoe, East—Est",ON,SAME_AS,1.0,1.0,1.0,69.43
ON131005,Monck,Muskoka,ON,ON117006,Monck,"Simcoe, East—Est",ON,SAME_AS,1.0,1.0,1.0,77.83
ON131001,Morrison,Muskoka,ON,ON101009,Morrison,"Ontario, North—Nord",ON,SAME_AS,1.0,1.0,1.0,74.62
ON131003,Muskoka,Muskoka,ON,ON117007,Muskoka,"Simcoe, East—Est",ON,SAME_AS,1.0,1.0,1.0,77.83
ON114004,"Head, Clara, Maria","Renfrew, North—Nord",ON,ON114005,"Head, Maria & Clara","Renfrew, North—Nord",ON,SAME_AS,1.0,1.0,1.0,79.19
ON157004,Woodhouse,"Norfolk, South—Sud",ON,ON098003,"Port Dover, Village","Norfolk, South—Sud",ON,OVERLAPS,0.0131,0.0131,0.6995,50.0
ON157004,Woodhouse,"Norfolk, South—Sud",ON,ON098007,Woodhouse,"Norfolk, South—Sud",ON,OVERLAPS,0.9669,0.983,0.9834,100.0
ON158005,"Simcoe, Town—Ville","Norfolk, North—Nord",ON,ON098005,"Simcoe, Town—Ville","Norfolk, South—Sud",ON,OVERLAPS,0.3849,0.4281,0.7922,92.7
ON123005,Murray,"Northumberland, East—Est",ON,ON099007,Murray,"Northumberland, East—Est",ON,OVERLAPS,0.9763,1.0,0.9763,100.0
ON123004,"Brighton, Village","Northumberland, East—Est",ON,ON099001,Brighton,"Northumberland, East—Est",ON,OVERLAPS,0.0564,0.8444,0.057,74.8
ON123009,"Hastings, Village","Northumberland, East—Est",ON,ON099006,"Hastings, Village","Northumberland, East—Est",ON,OVERLAPS,0.5335,0.7368,0.6591,100.0
ON124003,Hamilton,"Northumberland, West—Ouest",ON,ON100004,Hamilton,"Northumberland, West—Ouest",ON,OVERLAPS,0.9548,1.0,0.9548,100.0
ON124004,"Cobourg, Town—Ville","Northumberland, West—Ouest",ON,ON100004,Hamilton,"Northumberland, West—Ouest",ON,OVERLAPS,0.0448,0.8481,0.0452,45.56
ON132004,Whitby E,"Ontario, South—Sud",ON,ON102004,Whitby E,"Ontario, South—Sud",ON,OVERLAPS,0.9712,0.9712,1.0,100.0
ON132003,"Whitby, Town—Ville","Ontario, South—Sud",ON,ON102005,Whitby W-O,"Ontario, South—Sud",ON,OVERLAPS,0.1915,0.919,0.1948,70.0
ON166006,Blandford,"Oxford, North—Nord",ON,ON105001,Blandford,"Oxford, North—Nord",ON,OVERLAPS,0.9799,1.0,0.9799,100.0
ON166005,"Woodstock, Town—Ville","Oxford, North—Nord",ON,ON105006,"Woodstock, Town—Ville","Oxford, North—Nord",ON,OVERLAPS,0.5447,0.6802,0.7323,100.0
ON165009,Oxford N,"Oxford, South—Sud",ON,ON106008,Oxford N,"Oxford, South—Sud",ON,OVERLAPS,0.9735,1.0,0.9735,100.0
ON165007,Oxford W-O,"Oxford, South—Sud",ON,ON106009,Oxford W-O,"Oxford, South—Sud",ON,OVERLAPS,0.974,0.9805,0.9933,100.0
ON165008,"Ingersoll, Town—Ville","Oxford, South—Sud",ON,ON106002,"Ingersoll, Town—Ville","Oxford, South—Sud",ON,OVERLAPS,0.2443,0.3002,0.5672,100.0
ON165008,"Ingersoll, Town—Ville","Oxford, South—Sud",ON,ON106008,Oxford N,"Oxford, South—Sud",ON,OVERLAPS,0.0259,0.537,0.0265,44.48
ON165002,Tilsonburgh,"Oxford, South—Sud",ON,ON097003,"Tilsonburg, Town—Ville","Norfolk, North—Nord",ON,OVERLAPS,0.4301,0.4938,0.7692,59.09
ON165002,Tilsonburgh,"Oxford, South—Sud",ON,ON097001,Dereham,"Norfolk, North—Nord",ON,OVERLAPS,0.0069,0.5062,0.007,32.22
ON131019,"McKellar, Hagerman",Muskoka,ON,ON095018,McKellar & Hagerman,Muskoka & Parry Sound,ON,SAME_AS,1.0,1.0,1.0,79.32
ON131023,"Lount, Machar & Laurier",Muskoka,ON,ON095016,"Laurier, Machar & Lount",Muskoka & Parry Sound,ON,SAME_AS,1.0,1.0,1.0,60.65
ON140002,Chinguacousy,Peel,ON,ON107002,Chinguacousy,Peel,ON,OVERLAPS,0.975,1.0,0.975,100.0
ON140001,"Toronto, Township",Peel,ON,ON107004,Toronto,Peel,ON,SAME_AS,1.0,1.0,1.0,70.83
ON140003,"Brampton, Town—Ville",Peel,ON,ON107002,Chinguacousy,Peel,ON,OVERLAPS,0.0248,0.7752,0.025,38.75
ON171006,Fullarton,"Perth, South—Sud",ON,ON109003,Fullarton,"Perth, South—Sud",ON,OVERLAPS,0.9795,1.0,0.9795,100.0
ON171007,"Mitchell, Town—Ville","Perth, South—Sud",ON,ON109005,"Mitchell, Town—Ville","Perth, South—Sud",ON,OVERLAPS,0.1516,0.1769,0.5143,100.0
ON171002,"St. Mary's, Town—Ville","Perth, South—Sud",ON,ON109001,Blanchard,"Perth, South—Sud",ON,OVERLAPS,0.0459,0.8131,0.0464,39.03
ON171002,"St. Mary's, Town—Ville","Perth, South—Sud",ON,ON109006,"St. Mary’s, Town—Ville","Perth, South—Sud",ON,OVERLAPS,0.1826,0.1869,0.8894,96.82
ON126003,Monaghan N,"Peterborough, West—Ouest",ON,ON111002,Monaghan N,"Peterborough, West—Ouest",ON,OVERLAPS,0.5652,0.5946,0.9196,100.0
ON125001,"Ashburnham, Village","Peterborough, East—Est",ON,ON110016,Otonabee,"Peterborough, East—Est",ON,OVERLAPS,0.006,0.7804,0.006,45.56
ON119007,Marysborough N,Prince Edward,ON,ON113005,Marysburg N,Prince Edward,ON,OVERLAPS,0.9769,1.0,0.9769,86.0
ON114009,"Rolph, Buchanan, Wylie","Renfrew, North—Nord",ON,ON114004,"Buchanan, Wylie & Rolph","Renfrew, North—Nord",ON,SAME_AS,1.0,1.0,1.0,76.67
ON104005,Gloucester,Russell,ON,ON116005,"Ottawa, New Edinburgh, Ward—Quartier",Russell,ON,OVERLAPS,0.0062,0.0062,0.6434,45.22
ON139014,"Orillia, Matchedash","Simcoe, North—Nord",ON,ON117009,"Orillia, Town—Ville","Simcoe, East—Est",ON,OVERLAPS,0.0035,0.0035,0.9464,58.17
ON139009,Penetanguishene,"Simcoe, North—Nord",ON,ON117011,"Penetanguishene, Town—Ville","Simcoe, East—Est",ON,SAME_AS,1.0,1.0,1.0,67.65
ON139001,Nottawasaga,"Simcoe, North—Nord",ON,ON118005,Nottawasaga,"Simcoe, North—Nord",ON,OVERLAPS,0.9756,0.9928,0.9825,100.0
ON139003,"Collingwood, Town—Ville","Simcoe, North—Nord",ON,ON118002,"Collingwood, Town—Ville","Simcoe, North—Nord",ON,OVERLAPS,0.2291,0.2376,0.8653,100.0
ON139003,"Collingwood, Town—Ville","Simcoe, North—Nord",ON,ON118005,Nottawasaga,"Simcoe, North—Nord",ON,OVERLAPS,0.0174,0.7624,0.0175,46.47
ON138003,"Bradford, Village","Simcoe, South—Sud",ON,ON132006,Gwillimbury W-O,"York, North—Nord",ON,OVERLAPS,0.0162,0.65,0.0163,27.67
ON138003,"Bradford, Village","Simcoe, South—Sud",ON,ON132002,"Bradford, Village","York, North—Nord",ON,OVERLAPS,0.3405,0.35,0.9263,84.55
ON101001,Osmabruck,Stormont,ON,ON056006,Osnabruck,Cornwall & Stormont,ON,SAME_AS,1.0,1.0,1.0,80.0
ON136006,York W-O,"York, West—Ouest",ON,ON133004,"Toronto, St. Mark’s, Ward—Quartier","York, West—Ouest",ON,OVERLAPS,0.0241,0.0246,0.5662,46.67
ON136006,York W-O,"York, West—Ouest",ON,ON133008,York W-O,"York, West—Ouest",ON,OVERLAPS,0.9475,0.9512,0.996,100.0
ON129001,Ops,"Victoria, South—Sud",ON,ON122006,Ops,"Victoria, South—Sud",ON,OVERLAPS,0.9688,0.9977,0.971,100.0
ON125010,"Stanhope, Sherburne, McClintock","Peterborough, East—Est",ON,ON121013,"Stanhope, Sherburne & McClintock","Victoria, North—Nord",ON,SAME_AS,1.0,1.0,1.0,76.67
ON129002,"Lindsay, Town—Ville","Victoria, South—Sud",ON,ON122006,Ops,"Victoria, South—Sud",ON,OVERLAPS,0.0288,0.7955,0.029,36.36
ON129002,"Lindsay, Town—Ville","Victoria, South—Sud",ON,ON122003,"Lindsay, Town—Ville","Victoria, South—Sud",ON,OVERLAPS,0.1929,0.2045,0.7725,100.0
ON162003,Waterloo N,"Waterloo, North—Nord",ON,ON123003,Waterloo,"Waterloo, North—Nord",ON,OVERLAPS,0.8845,0.9428,0.9347,92.22
ON162005,"Berlin, Town—Ville","Waterloo, North—Nord",ON,ON123004,"Waterloo, Town—Ville","Waterloo, North—Nord",ON,OVERLAPS,0.6341,0.8149,0.7407,85.26
ON162005,"Berlin, Town—Ville","Waterloo, North—Nord",ON,ON123001,"Berlin, Town—Ville","Waterloo, North—Nord",ON,OVERLAPS,0.1328,0.1395,0.7346,100.0
ON161003,Waterloo S,"Waterloo, South—Sud",ON,ON124007,Waterloo S,"Waterloo, South—Sud",ON,OVERLAPS,0.9611,1.0,0.9611,100.0
ON142003,Bertie,Welland,ON,ON125001,Bertie,Welland,ON,OVERLAPS,0.9728,0.9976,0.9751,100.0
ON142001,Humberstone,Welland,ON,ON125008,"Port Colborne, Village",Welland,ON,OVERLAPS,0.0159,0.0159,0.8653,51.21
ON142001,Humberstone,Welland,ON,ON125005,Humberstone,Welland,ON,OVERLAPS,0.9685,0.9841,0.9839,100.0
ON142008,Thorold,Welland,ON,ON125011,"Thorold, Town—Ville",Welland,ON,OVERLAPS,0.012,0.0121,0.5143,67.69
ON142007,Willoughby,Welland,ON,ON125013,Willoughby,Welland,ON,OVERLAPS,0.9761,0.9877,0.9881,100.0
ON142006,"Welland, Town—Ville",Welland,ON,ON125003,Crowland,Welland,ON,OVERLAPS,0.0514,0.5251,0.0539,55.93
ON142004,"Port Erie, Village",Welland,ON,ON125001,Bertie,Welland,ON,OVERLAPS,0.0245,0.6512,0.0249,53.33
ON142004,"Port Erie, Village",Welland,ON,ON125004,"Fort Erie, Village",Welland,ON,OVERLAPS,0.3287,0.3488,0.8506,96.11
ON172009,"Palmerston, Town—Ville","Perth, North—Nord",ON,ON127009,"Palmerston, Town—Ville","Wellington, North—Nord",ON,OVERLAPS,0.6082,0.9237,0.6404,91.54
ON151003,"Guelph, Town—Ville","Wellington, South—Sud",ON,ON128004,Guelph,"Wellington, South—Sud",ON,OVERLAPS,0.053,0.7869,0.0537,65.0
ON148003,Flamborough W-O,"Wentworth, North—Nord",ON,ON129002,"Dundas, Town—Ville","Wentworth, North—Nord",ON,OVERLAPS,0.0108,0.0109,0.5701,42.73
ON148003,Flamborough W-O,"Wentworth, North—Nord",ON,ON129004,Flamborough W-O,"Wentworth, North—Nord",ON,OVERLAPS,0.9719,0.9891,0.9824,100.0
ON137006,Gwillimbury E,"York, North—Nord",ON,ON132004,Gwillimbury E,"York, North—Nord",ON,OVERLAPS,0.9693,0.9988,0.9704,100.0
ON137008,Gwillimbury N,"York, North—Nord",ON,ON132005,Gwillimbury N & Snake Island,"York, North—Nord",ON,SAME_AS,0.9945,0.9945,1.0,74.39
ON137004,"Aurora, Village","York, North—Nord",ON,ON132001,"Aurora, Town—Ville","York, North—Nord",ON,OVERLAPS,0.2111,0.2626,0.5187,85.15
ON137007,"Holland Landing, Village","York, North—Nord",ON,ON132007,"Holland Landing, Village","York, North—Nord",ON,OVERLAPS,0.2171,0.2237,0.8808,100.0
ON137007,"Holland Landing, Village","York, North—Nord",ON,ON132004,Gwillimbury E,"York, North—Nord",ON,OVERLAPS,0.0294,0.7763,0.0296,48.92
ON137002,"Stouffville, Village","York, North—Nord",ON,ON103003,"Stouffville, Village","Ontario, West—Ouest",ON,OVERLAPS,0.322,0.469,0.5067,82.0
ON137002,"Stouffville, Village","York, North—Nord",ON,ON103006,Whitchurch,"Ontario, West—Ouest",ON,OVERLAPS,0.0055,0.531,0.0055,21.33
ON107001,Kitley,"Leeds & Grenville, North—Nord",ON,ON050007,Kitley,Brockville,ON,SAME_AS,1.0,1.0,1.0,79.23
ON135002,York E,"York, East—Est",ON,ON120006,"Toronto, St. Lawrence, Ward—Quartier","Toronto, City—Cité",ON,OVERLAPS,0.0149,0.0151,0.5134,26.46
ON135002,York E,"York, East—Est",ON,ON131003,"Toronto, St. Paul & St. Mathew’s, Ward—Quartier","York, East—Est",ON,OVERLAPS,0.0501,0.0518,0.5993,40.57
ON170005,"London, Ward—Quartier No. 5","London, City—Cité",ON,ON089002,"London, Ward—Quartier No. 2","London, City—Cité",ON,OVERLAPS,0.3355,0.4584,0.5558,97.41
ON170005,"London, Ward—Quartier No. 5","London, City—Cité",ON,ON089004,"London, Ward—Quartier No. 4","London, City—Cité",ON,OVERLAPS,0.3525,0.5416,0.5023,97.41
ON182030,Prince Arthur,Algoma,ON,ON046039,Port Arthur S,Algoma,ON,OVERLAPS,0.147,0.1629,0.6004,78.46
ON111007,"Smith's Falls, Village","Lanark, South—Sud",ON,ON085006,"Smith’s Falls, Town—Ville","Leeds & Grenville, North—Nord",ON,SAME_AS,1.0,1.0,1.0,68.33
ON131014,"Foley, Cowper, McDougall",Muskoka,ON,ON095017,"McDougall, Parry Sound (Town—Ville) & Parry Island",Muskoka & Parry Sound,ON,OVERLAPS,0.3504,0.4228,0.672,35.81
ON131014,"Foley, Cowper, McDougall",Muskoka,ON,ON095007,"Conger, Cowper & Foley",Muskoka & Parry Sound,ON,OVERLAPS,0.366,0.5772,0.5,54.57
ON133010,"Uxbridge, Village","Ontario, North—Nord",ON,ON103005,"Uxbridge, Town—Ville","Ontario, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,75.7
ON134001,"Toronto, St. Lawrence Ward—Quartier","Toronto, City—Cité",ON,ON120006,"Toronto, St. Lawrence, Ward—Quartier","Toronto, City—Cité",ON,OVERLAPS,0.4214,0.7588,0.4866,99.01
ON181013,"Windsor, Town—Ville",Essex,ON,ON062005,Sandwich W-O,"Essex, North—Nord",ON,OVERLAPS,0.0412,0.6879,0.042,31.7
ON181013,"Windsor, Town—Ville",Essex,ON,ON062009,Walkerville,"Essex, North—Nord",ON,OVERLAPS,0.1552,0.1811,0.5199,46.3
ON179016,"Point Edward, Village",Lambton,ON,ON082004,"Point Edward, Village","Lambton, West—Ouest",ON,OVERLAPS,0.2135,0.7912,0.2262,86.15
ON167004,"London E, Village","Middlesex, East—Est",ON,ON090005,"London W-O, Village","Middlesex, East—Est",ON,OVERLAPS,0.6132,0.9019,0.657,92.22
ON162004,"Waterloo, Town—Ville","Waterloo, North—Nord",ON,ON123003,Waterloo,"Waterloo, North—Nord",ON,OVERLAPS,0.0609,0.8193,0.0618,70.0
ON142002,"Port Colborne, Village",Welland,ON,ON125005,Humberstone,Welland,ON,OVERLAPS,0.0161,0.867,0.0161,51.21
ON157005,"Port Dover, Village","Norfolk, South—Sud",ON,ON098007,Woodhouse,"Norfolk, South—Sud",ON,OVERLAPS,0.0096,0.6311,0.0097,50.0
ON137009,Georgina,"York, North—Nord",ON,ON132003,Georgina & Georgina Island,"York, North—Nord",ON,SAME_AS,0.9878,0.9925,0.9952,62.94
ON126001,"Peterborough, Town—Ville","Peterborough, West—Ouest",ON,ON111004,"Peterborough, Town—Ville","Peterborough, West—Ouest",ON,OVERLAPS,0.2882,0.3634,0.582,100.0
ON125008,"Hastings, Village","Peterborough, East—Est",ON,ON099008,Percy,"Northumberland, East—Est",ON,OVERLAPS,0.0054,0.6535,0.0054,23.32
ON131007,"Humphrey, Conger",Muskoka,ON,ON095007,"Conger, Cowper & Foley",Muskoka & Parry Sound,ON,OVERLAPS,0.345,0.5298,0.4972,40.79
ON131020,Spence Croft,Muskoka,ON,ON095019,"Monteith, Spence & Christie",Muskoka & Parry Sound,ON,OVERLAPS,0.2522,0.5007,0.3369,50.9
ON131020,Spence Croft,Muskoka,ON,ON095006,Chapman & Croft,Muskoka & Parry Sound,ON,OVERLAPS,0.3346,0.4993,0.5036,56.48
