tcpuid,year,original_name,canonical_name,should_apply,consensus_count,total_years,avg_similarity,min_similarity,reason,all_names,cd_name,province
MB009019,1901,Odanah,Odanah,False,1,2,25.0,25.0,name_change,"Morden, Town—Ville | Odanah",Marquette,MB
MB009020,1891,Oakland,Oakland,False,1,2,13.8,13.8,name_change,"Oakland | Rapid City, Town—Ville",Selkirk,MB
MB009020,1901,"Rapid City, Town—Ville","Rapid City, Town—Ville",False,1,2,13.8,13.8,name_change,"Oakland | Rapid City, Town—Ville",Marquette,MB
MB010002,1891,"Winnipeg, Ward—Quartier No. 2","Winnipeg, Ward—Quartier No. 2",False,1,2,29.2,29.2,name_change,"Emerson, Town—Ville | Winnipeg, Ward—Quartier No. 2","Winnipeg, City—Cité",MB
MB010002,1901,"Emerson, Town—Ville","Emerson, Town—Ville",False,1,2,29.2,29.2,name_change,"Emerson, Town—Ville | Winnipeg, Ward—Quartier No. 2",Provencher,MB
NB013001,1891,Campobello,Campobello,False,1,2,28.6,28.6,name_change,Alma | Campobello,Charlotte,NB
NB013001,1901,Alma,Alma,False,1,2,28.6,28.6,name_change,Alma | Campobello,Albert,NB
NB013002,1891,Clarendon,Clarendon,False,1,2,33.3,33.3,name_change,Clarendon | Coverdale,Charlotte,NB
NB013002,1901,Coverdale,Coverdale,False,1,2,33.3,33.3,name_change,Clarendon | Coverdale,Albert,NB
NB013003,1891,Dufferin,Dufferin,False,1,2,46.2,46.2,name_change,Dufferin | Elgin,Charlotte,NB
NB013003,1901,Elgin,Elgin,False,1,2,46.2,46.2,name_change,Dufferin | Elgin,Albert,NB
NB013004,1891,Dumbarton,Dumbarton,False,1,2,26.7,26.7,name_change,Dumbarton | Harvey,Charlotte,NB
NB013004,1901,Harvey,Harvey,False,1,2,26.7,26.7,name_change,Dumbarton | Harvey,Albert,NB
NB013005,1891,Grand Manan,Grand Manan,False,1,2,8.7,8.7,name_change,Grand Manan | Hillsborough,Charlotte,NB
NB013005,1901,Hillsborough,Hillsborough,False,1,2,8.7,8.7,name_change,Grand Manan | Hillsborough,Albert,NB
NB013006,1891,Lepreaux,Lepreaux,False,1,2,25.0,25.0,name_change,Hopewell | Lepreaux,Charlotte,NB
NB013006,1901,Hopewell,Hopewell,False,1,2,25.0,25.0,name_change,Hopewell | Lepreaux,Albert,NB
NB014001,1891,Bathurst,Bathurst,False,1,2,25.0,25.0,name_change,Aberdeen | Bathurst,Gloucester,NB
NB014001,1901,Aberdeen,Aberdeen,False,1,2,25.0,25.0,name_change,Aberdeen | Bathurst,Carleton,NB
NB014002,1891,Beresford,Beresford,False,1,2,35.3,35.3,name_change,Beresford | Brighton,Gloucester,NB
NB014002,1901,Brighton,Brighton,False,1,2,35.3,35.3,name_change,Beresford | Brighton,Carleton,NB
NB014003,1891,Caraquet,Caraquet,False,1,2,33.3,33.3,name_change,Caraquet | Kent,Gloucester,NB
NB014003,1901,Kent,Kent,False,1,2,33.3,33.3,name_change,Caraquet | Kent,Carleton,NB
NB014005,1891,New Bandon,New Bandon,False,1,2,14.3,14.3,name_change,New Bandon | Peel,Gloucester,NB
NB014005,1901,Peel,Peel,False,1,2,14.3,14.3,name_change,New Bandon | Peel,Carleton,NB
NB014006,1891,St. Isidore,St. Isidore,False,1,2,21.1,21.1,name_change,Richmond | St. Isidore,Gloucester,NB
NB014006,1901,Richmond,Richmond,False,1,2,21.1,21.1,name_change,Richmond | St. Isidore,Carleton,NB
NB014007,1891,Saumarez,Saumarez,False,1,2,26.7,26.7,name_change,Saumarez | Simonds,Gloucester,NB
NB014007,1901,Simonds,Simonds,False,1,2,26.7,26.7,name_change,Saumarez | Simonds,Carleton,NB
NB014008,1891,Shippigan,Shippigan,False,1,2,11.1,11.1,name_change,Shippigan | Wakefield,Gloucester,NB
NB014008,1901,Wakefield,Wakefield,False,1,2,11.1,11.1,name_change,Shippigan | Wakefield,Carleton,NB
NB015001,1891,Acadieville,Acadieville,False,1,2,47.6,47.6,name_change,Acadieville | Campobello,Kent,NB
NB015001,1901,Campobello,Campobello,False,1,2,47.6,47.6,name_change,Acadieville | Campobello,Charlotte,NB
NB015002,1891,Carleton,Carleton,True,1,2,70.6,70.6,ocr_variants,Carleton | Clarendon,Kent,NB
NB015002,1901,Clarendon,Carleton,True,1,2,70.6,70.6,ocr_variants,Carleton | Clarendon,Charlotte,NB
NB015003,1891,Dundas,Dundas,False,1,2,42.9,42.9,name_change,Dufferin | Dundas,Kent,NB
NB015003,1901,Dufferin,Dufferin,False,1,2,42.9,42.9,name_change,Dufferin | Dundas,Charlotte,NB
NB015004,1891,Harcourt,Harcourt,False,1,2,35.3,35.3,name_change,Dumbarton | Harcourt,Kent,NB
NB015004,1901,Dumbarton,Dumbarton,False,1,2,35.3,35.3,name_change,Dumbarton | Harcourt,Charlotte,NB
NB015005,1891,Richibucto,Richibucto,False,1,2,9.5,9.5,name_change,Grand Manan | Richibucto,Kent,NB
NB015005,1901,Grand Manan,Grand Manan,False,1,2,9.5,9.5,name_change,Grand Manan | Richibucto,Charlotte,NB
NB015006,1891,St. Louis,St. Louis,False,1,2,25.0,25.0,name_change,Lepreau | St. Louis,Kent,NB
NB015006,1901,Lepreau,Lepreau,False,1,2,25.0,25.0,name_change,Lepreau | St. Louis,Charlotte,NB
NB015007,1891,St. Mary's,St. Mary's,False,1,2,13.3,13.3,name_change,"Milltown, Town—Ville | St. Mary's",Kent,NB
NB015007,1901,"Milltown, Town—Ville","Milltown, Town—Ville",False,1,2,13.3,13.3,name_change,"Milltown, Town—Ville | St. Mary's",Charlotte,NB
NB015008,1891,St. Paul's,St. Paul's,False,1,2,21.1,21.1,name_change,Pennfield | St. Paul's,Kent,NB
NB015008,1901,Pennfield,Pennfield,False,1,2,21.1,21.1,name_change,Pennfield | St. Paul's,Charlotte,NB
NB015009,1891,Weldford,Weldford,False,1,2,11.1,11.1,name_change,"St. Andrews, Town & Parish — Ville et Paroisse | Weldford",Kent,NB
NB015009,1901,"St. Andrews, Town & Parish — Ville et Paroisse","St. Andrews, Town & Parish — Ville et Paroisse",False,1,2,11.1,11.1,name_change,"St. Andrews, Town & Parish — Ville et Paroisse | Weldford",Charlotte,NB
NB015010,1891,Wellington,Wellington,False,1,2,21.1,21.1,name_change,St. Croix | Wellington,Kent,NB
NB015010,1901,St. Croix,St. Croix,False,1,2,21.1,21.1,name_change,St. Croix | Wellington,Charlotte,NB
NB016001,1891,Cardwell,Cardwell,False,1,2,25.0,25.0,name_change,Bathurst | Cardwell,King’s,NB
NB016001,1901,Bathurst,Bathurst,False,1,2,25.0,25.0,name_change,Bathurst | Cardwell,Gloucester,NB
NB016002,1891,Greenwich,Greenwich,False,1,2,22.2,22.2,name_change,Beresford | Greenwich,King’s,NB
NB016002,1901,Beresford,Beresford,False,1,2,22.2,22.2,name_change,Beresford | Greenwich,Gloucester,NB
NB016003,1891,Hammond,Hammond,False,1,2,13.3,13.3,name_change,Caraquet | Hammond,King’s,NB
NB016003,1901,Caraquet,Caraquet,False,1,2,13.3,13.3,name_change,Caraquet | Hammond,Gloucester,NB
NB016004,1891,Hampton,Hampton,False,1,2,26.7,26.7,name_change,Hampton | Inkerman,King’s,NB
NB016004,1901,Inkerman,Inkerman,False,1,2,26.7,26.7,name_change,Hampton | Inkerman,Gloucester,NB
NB016005,1891,Havelock,Havelock,False,1,2,22.2,22.2,name_change,Havelock | New Bandon,King’s,NB
NB016005,1901,New Bandon,New Bandon,False,1,2,22.2,22.2,name_change,Havelock | New Bandon,Gloucester,NB
NB016006,1891,Kars,Kars,False,1,2,11.8,11.8,name_change,Kars | Paquetteville,King’s,NB
NB016006,1901,Paquetteville,Paquetteville,False,1,2,11.8,11.8,name_change,Kars | Paquetteville,Gloucester,NB
NB016007,1891,Kingston,Kingston,False,1,2,31.6,31.6,name_change,Kingston | St. Isidore,King’s,NB
NB016007,1901,St. Isidore,St. Isidore,False,1,2,31.6,31.6,name_change,Kingston | St. Isidore,Gloucester,NB
NB016008,1891,Norton,Norton,False,1,2,14.3,14.3,name_change,Norton | Saumarez,King’s,NB
NB016008,1901,Saumarez,Saumarez,False,1,2,14.3,14.3,name_change,Norton | Saumarez,Gloucester,NB
NB016009,1891,Rothesay,Rothesay,False,1,2,23.5,23.5,name_change,Rothesay | Shippigan,King’s,NB
NB016009,1901,Shippigan,Shippigan,False,1,2,23.5,23.5,name_change,Rothesay | Shippigan,Gloucester,NB
NB017001,1891,Aluwick,Aluwick,False,1,2,22.2,22.2,name_change,Acadieville | Aluwick,Northumberland,NB
NB017001,1901,Acadieville,Acadieville,False,1,2,22.2,22.2,name_change,Acadieville | Aluwick,Kent,NB
NB017002,1891,Blackville,Blackville,False,1,2,33.3,33.3,name_change,Blackville | Carleton,Northumberland,NB
NB017002,1901,Carleton,Carleton,False,1,2,33.3,33.3,name_change,Blackville | Carleton,Kent,NB
NB017003,1891,Blissfield,Blissfield,False,1,2,12.5,12.5,name_change,Blissfield | Dundas,Northumberland,NB
NB017003,1901,Dundas,Dundas,False,1,2,12.5,12.5,name_change,Blissfield | Dundas,Kent,NB
NB017004,1891,Chatham,Chatham,False,1,2,40.0,40.0,name_change,Chatham | Harcourt,Northumberland,NB
NB017004,1901,Harcourt,Harcourt,False,1,2,40.0,40.0,name_change,Chatham | Harcourt,Kent,NB
NB017005,1891,Derby,Derby,False,1,2,26.7,26.7,name_change,Derby | Richibucto,Northumberland,NB
NB017005,1901,Richibucto,Richibucto,False,1,2,26.7,26.7,name_change,Derby | Richibucto,Kent,NB
NB017006,1891,Glenelg,Glenelg,False,1,2,12.5,12.5,name_change,Glenelg | St. Louis,Northumberland,NB
NB017006,1901,St. Louis,St. Louis,False,1,2,12.5,12.5,name_change,Glenelg | St. Louis,Kent,NB
NB017007,1891,Hardewicke,Hardewicke,False,1,2,22.2,22.2,name_change,Hardewicke | St. Mary,Northumberland,NB
NB017007,1901,St. Mary,St. Mary,False,1,2,22.2,22.2,name_change,Hardewicke | St. Mary,Kent,NB
NB017008,1891,Ludlow,Ludlow,False,1,2,28.6,28.6,name_change,Ludlow | St. Paul,Northumberland,NB
NB017008,1901,St. Paul,St. Paul,False,1,2,28.6,28.6,name_change,Ludlow | St. Paul,Kent,NB
NB017009,1891,Nelson,Nelson,False,1,2,42.9,42.9,name_change,Nelson | Weldford,Northumberland,NB
NB017009,1901,Weldford,Weldford,False,1,2,42.9,42.9,name_change,Nelson | Weldford,Kent,NB
NB017010,1891,Newcastle,Newcastle,False,1,2,21.1,21.1,name_change,Newcastle | Wellington,Northumberland,NB
NB017010,1901,Wellington,Wellington,False,1,2,21.1,21.1,name_change,Newcastle | Wellington,Kent,NB
NB018001,1891,Brunswick,Brunswick,False,1,2,23.5,23.5,name_change,Brunswick | Cardwell,Queen's,NB
NB018001,1901,Cardwell,Cardwell,False,1,2,23.5,23.5,name_change,Brunswick | Cardwell,Kings,NB
NB018002,1891,Cambridge,Cambridge,False,1,2,22.2,22.2,name_change,Cambridge | Greenwich,Queen's,NB
NB018002,1901,Greenwich,Greenwich,False,1,2,22.2,22.2,name_change,Cambridge | Greenwich,Kings,NB
NB018003,1891,Canning,Canning,False,1,2,28.6,28.6,name_change,Canning | Hammond,Queen's,NB
NB018003,1901,Hammond,Hammond,False,1,2,28.6,28.6,name_change,Canning | Hammond,Kings,NB
NB018004,1891,Chipman,Chipman,False,1,2,42.9,42.9,name_change,Chipman | Hampton,Queen's,NB
NB018004,1901,Hampton,Hampton,False,1,2,42.9,42.9,name_change,Chipman | Hampton,Kings,NB
NB018005,1891,Gagetown,Gagetown,False,1,2,37.5,37.5,name_change,Gagetown | Havelock,Queen's,NB
NB018005,1901,Havelock,Havelock,False,1,2,37.5,37.5,name_change,Gagetown | Havelock,Kings,NB
NB018006,1891,Hampstead,Hampstead,False,1,2,30.8,30.8,name_change,Hampstead | Kars,Queen's,NB
NB018006,1901,Kars,Kars,False,1,2,30.8,30.8,name_change,Hampstead | Kars,Kings,NB
NB018007,1891,Johnston,Johnston,False,1,2,62.5,62.5,name_change,Johnston | Kingston,Queen's,NB
NB018007,1901,Kingston,Kingston,False,1,2,62.5,62.5,name_change,Johnston | Kingston,Kings,NB
NB018008,1891,Petersville,Petersville,False,1,2,11.8,11.8,name_change,Norton | Petersville,Queen's,NB
NB018008,1901,Norton,Norton,False,1,2,11.8,11.8,name_change,Norton | Petersville,Kings,NB
NB018009,1891,Waterborough,Waterborough,False,1,2,30.0,30.0,name_change,Rothesay | Waterborough,Queen's,NB
NB018009,1901,Rothesay,Rothesay,False,1,2,30.0,30.0,name_change,Rothesay | Waterborough,Kings,NB
NB018010,1891,Wickham,Wickham,False,1,2,25.0,25.0,name_change,Studholme | Wickham,Queen's,NB
NB018010,1901,Studholme,Studholme,False,1,2,25.0,25.0,name_change,Studholme | Wickham,Kings,NB
NB019001,1891,Addington,Addington,False,1,2,25.0,25.0,name_change,Addington | Alnwick,Restigouche,NB
NB019001,1901,Alnwick,Alnwick,False,1,2,25.0,25.0,name_change,Addington | Alnwick,Northumberland,NB
NB019002,1891,Colborne,Colborne,False,1,2,33.3,33.3,name_change,Blackville | Colborne,Restigouche,NB
NB019002,1901,Blackville,Blackville,False,1,2,33.3,33.3,name_change,Blackville | Colborne,Northumberland,NB
NB019003,1891,Dalhousie,Dalhousie,False,1,2,42.1,42.1,name_change,Blissfield | Dalhousie,Restigouche,NB
NB019003,1901,Blissfield,Blissfield,False,1,2,42.1,42.1,name_change,Blissfield | Dalhousie,Northumberland,NB
NB019004,1891,Durham,Durham,False,1,2,46.2,46.2,name_change,Chatham | Durham,Restigouche,NB
NB019004,1901,Chatham,Chatham,False,1,2,46.2,46.2,name_change,Chatham | Durham,Northumberland,NB
NB019005,1891,Eldon and Restigouche River,Eldon and Restigouche River,False,1,2,18.8,18.8,name_change,Derby | Eldon and Restigouche River,Restigouche,NB
NB019005,1901,Derby,Derby,False,1,2,18.8,18.8,name_change,Derby | Eldon and Restigouche River,Northumberland,NB
NB020001,1891,"St. John, Albert, Ward—Quartier","St. John, Albert, Ward—Quartier",False,1,2,15.0,15.0,name_change,"Addington | St. John, Albert, Ward—Quartier","St-John, County—Comté",NB
NB020001,1901,Addington,Addington,False,1,2,15.0,15.0,name_change,"Addington | St. John, Albert, Ward—Quartier",Restigouche,NB
NB020002,1891,"St. John, Brook’s, Ward—Quartier","St. John, Brook’s, Ward—Quartier",False,1,2,20.0,20.0,name_change,"Balmoral | St. John, Brook’s, Ward—Quartier","St-John, County—Comté",NB
NB020002,1901,Balmoral,Balmoral,False,1,2,20.0,20.0,name_change,"Balmoral | St. John, Brook’s, Ward—Quartier",Restigouche,NB
NB020003,1891,"St. John, Duke’s, Ward—Quartier","St. John, Duke’s, Ward—Quartier",False,1,2,15.4,15.4,name_change,"Colborne | St. John, Duke’s, Ward—Quartier","St-John, County—Comté",NB
NB020003,1901,Colborne,Colborne,False,1,2,15.4,15.4,name_change,"Colborne | St. John, Duke’s, Ward—Quartier",Restigouche,NB
NB020005,1891,"St. John, King’s, Ward—Quartier","St. John, King’s, Ward—Quartier",False,1,2,16.2,16.2,name_change,"Durham | St. John, King’s, Ward—Quartier","St-John, County—Comté",NB
NB020005,1901,Durham,Durham,False,1,2,16.2,16.2,name_change,"Durham | St. John, King’s, Ward—Quartier",Restigouche,NB
NB020006,1891,"St. John, Prince, Ward—Quartier","St. John, Prince, Ward—Quartier",False,1,2,42.9,42.9,name_change,"Eldon & Restigouche River | St. John, Prince, Ward—Quartier","St-John, County—Comté",NB
NB020006,1901,Eldon & Restigouche River,Eldon & Restigouche River,False,1,2,42.9,42.9,name_change,"Eldon & Restigouche River | St. John, Prince, Ward—Quartier",Restigouche,NB
NB021001,1891,"Portland, Dufferin, Ward—Quartier","Portland, Dufferin, Ward—Quartier",False,1,2,62.5,62.5,name_change,"Portland, Dufferin, Ward—Quartier | St. John, Brooks, Ward—Quartier","St-John, County—Comté",NB
NB021001,1901,"St. John, Brooks, Ward—Quartier","St. John, Brooks, Ward—Quartier",False,1,2,62.5,62.5,name_change,"Portland, Dufferin, Ward—Quartier | St. John, Brooks, Ward—Quartier","St. John, City & Co—Cité et comté",NB
NB021002,1891,"Portland, Lansdowne, Ward—Quartier","Portland, Lansdowne, Ward—Quartier",False,1,2,62.5,62.5,name_change,"Portland, Lansdowne, Ward—Quartier | St. John, Dukis, Ward—Quartier","St-John, County—Comté",NB
NB021002,1901,"St. John, Dukis, Ward—Quartier","St. John, Dukis, Ward—Quartier",False,1,2,62.5,62.5,name_change,"Portland, Lansdowne, Ward—Quartier | St. John, Dukis, Ward—Quartier","St. John, City & Co—Cité et comté",NB
NB021003,1891,"Portland, Lorne, Ward—Quartier","Portland, Lorne, Ward—Quartier",False,1,2,64.4,64.4,name_change,"Portland, Lorne, Ward—Quartier | St. John, Guys, Ward—Quartier","St-John, County—Comté",NB
NB021003,1901,"St. John, Guys, Ward—Quartier","St. John, Guys, Ward—Quartier",False,1,2,64.4,64.4,name_change,"Portland, Lorne, Ward—Quartier | St. John, Guys, Ward—Quartier","St. John, City & Co—Cité et comté",NB
NB021004,1891,"Portland, Stanley, Ward—Quartier","Portland, Stanley, Ward—Quartier",False,1,2,64.5,64.5,name_change,"Portland, Stanley, Ward—Quartier | St. John, Kings, Ward—Quartier","St-John, County—Comté",NB
NB021004,1901,"St. John, Kings, Ward—Quartier","St. John, Kings, Ward—Quartier",False,1,2,64.5,64.5,name_change,"Portland, Stanley, Ward—Quartier | St. John, Kings, Ward—Quartier","St. John, City & Co—Cité et comté",NB
NB021005,1891,"Portland, Victoria, Ward—Quartier","Portland, Victoria, Ward—Quartier",False,1,2,65.6,65.6,name_change,"Portland, Victoria, Ward—Quartier | St. John, Prince, Ward—Quartier","St-John, County—Comté",NB
NB021005,1901,"St. John, Prince, Ward—Quartier","St. John, Prince, Ward—Quartier",False,1,2,65.6,65.6,name_change,"Portland, Victoria, Ward—Quartier | St. John, Prince, Ward—Quartier","St. John, City & Co—Cité et comté",NB
NB021006,1891,Lancaster,Lancaster,False,1,2,25.0,25.0,name_change,"Lancaster | St. John, Queens, Ward—Quartier","St-John, County—Comté",NB
NB021006,1901,"St. John, Queens, Ward—Quartier","St. John, Queens, Ward—Quartier",False,1,2,25.0,25.0,name_change,"Lancaster | St. John, Queens, Ward—Quartier","St. John, City & Co—Cité et comté",NB
NB021007,1891,Musquash,Musquash,False,1,2,20.5,20.5,name_change,"Musquash | St. John, Sydney, Ward—Quartier","St-John, County—Comté",NB
NB021007,1901,"St. John, Sydney, Ward—Quartier","St. John, Sydney, Ward—Quartier",False,1,2,20.5,20.5,name_change,"Musquash | St. John, Sydney, Ward—Quartier","St. John, City & Co—Cité et comté",NB
NB021008,1891,St. Martin’s,St. Martin’s,False,1,2,34.0,34.0,name_change,"St. John, Wellington, Ward—Quartier | St. Martin’s","St-John, County—Comté",NB
NB021008,1901,"St. John, Wellington, Ward—Quartier","St. John, Wellington, Ward—Quartier",False,1,2,34.0,34.0,name_change,"St. John, Wellington, Ward—Quartier | St. Martin’s","St. John, City & Co—Cité et comté",NB
NB021009,1891,Simond’s,Simond’s,False,1,2,19.5,19.5,name_change,"Simond’s | St. John, Dufferin, Ward—Quartier","St-John, County—Comté",NB
NB021009,1901,"St. John, Dufferin, Ward—Quartier","St. John, Dufferin, Ward—Quartier",False,1,2,19.5,19.5,name_change,"Simond’s | St. John, Dufferin, Ward—Quartier","St. John, City & Co—Cité et comté",NB
NB022001,1891,Blissville,Blissville,False,2,3,14.3,14.3,name_change,Alma | Blissville,Sunbury,NB
NB022001,1901,Blissville,Blissville,False,2,3,14.3,14.3,name_change,Alma | Blissville,Sunbury & Queens,NB
NB022001,1921,Alma,Alma,False,2,3,14.3,14.3,name_change,Alma | Blissville,Albert,NB
NB022002,1891,Burton,Burton,False,2,3,13.3,13.3,name_change,Burton | Coverdale,Sunbury,NB
NB022002,1901,Burton,Burton,False,2,3,13.3,13.3,name_change,Burton | Coverdale,Sunbury & Queens,NB
NB022002,1921,Coverdale,Coverdale,False,2,3,13.3,13.3,name_change,Burton | Coverdale,Albert,NB
NB022003,1891,Gladstone,Gladstone,False,2,3,28.6,28.6,name_change,Elgin | Gladstone,Sunbury,NB
NB022003,1901,Gladstone,Gladstone,False,2,3,28.6,28.6,name_change,Elgin | Gladstone,Sunbury & Queens,NB
NB022003,1921,Elgin,Elgin,False,2,3,28.6,28.6,name_change,Elgin | Gladstone,Albert,NB
NB022004,1891,Lincoln,Lincoln,False,2,3,0.0,0.0,name_change,Harvey | Lincoln,Sunbury,NB
NB022004,1901,Lincoln,Lincoln,False,2,3,0.0,0.0,name_change,Harvey | Lincoln,Sunbury & Queens,NB
NB022004,1921,Harvey,Harvey,False,2,3,0.0,0.0,name_change,Harvey | Lincoln,Albert,NB
NB022005,1891,Maugerville,Maugerville,True,2,2,100.0,100.0,unanimous,Maugerville,Sunbury,NB
NB022005,1901,Maugerville,Maugerville,True,2,2,100.0,100.0,unanimous,Maugerville,Sunbury & Queens,NB
NB022006,1891,Northfield,Northfield,False,2,3,33.3,33.3,name_change,Hopewell | Northfield,Sunbury,NB
NB022006,1901,Northfield,Northfield,False,2,3,33.3,33.3,name_change,Hopewell | Northfield,Sunbury & Queens,NB
NB022006,1921,Hopewell,Hopewell,False,2,3,33.3,33.3,name_change,Hopewell | Northfield,Albert,NB
NB022007,1891,Sheffield,Sheffield,True,2,2,100.0,100.0,unanimous,Sheffield,Sunbury,NB
NB022007,1901,Sheffield,Sheffield,True,2,2,100.0,100.0,unanimous,Sheffield,Sunbury & Queens,NB
NB023001,1881,Coverdale,Coverdale,False,2,4,45.0,40.0,name_change,Aberdeen | Andover | Coverdale,Albert,NB
NB023001,1891,Andover,Andover,False,2,4,45.0,40.0,name_change,Aberdeen | Andover | Coverdale,Victoria,NB
NB023001,1901,Andover,Andover,False,2,4,45.0,40.0,name_change,Aberdeen | Andover | Coverdale,Victoria & Madawaska,NB
NB023001,1921,Aberdeen,Aberdeen,False,2,4,45.0,40.0,name_change,Aberdeen | Andover | Coverdale,Carleton,NB
NB023002,1881,Hillsborough,Hillsborough,False,2,3,20.0,20.0,name_change,Drummond | Hillsborough,Albert,NB
NB023002,1891,Drummond,Drummond,False,2,3,20.0,20.0,name_change,Drummond | Hillsborough,Victoria,NB
NB023002,1901,Drummond,Drummond,False,2,3,20.0,20.0,name_change,Drummond | Hillsborough,Victoria & Madawaska,NB
NB023003,1881,Hopewell,Hopewell,False,2,4,17.1,14.3,name_change,Gordon | Hopewell | Kent,Albert,NB
NB023003,1891,Gordon,Gordon,False,2,4,17.1,14.3,name_change,Gordon | Hopewell | Kent,Victoria,NB
NB023003,1901,Gordon,Gordon,False,2,4,17.1,14.3,name_change,Gordon | Hopewell | Kent,Victoria & Madawaska,NB
NB023003,1921,Kent,Kent,False,2,4,17.1,14.3,name_change,Gordon | Hopewell | Kent,Carleton,NB
NB023004,1881,Harvey,Harvey,False,2,4,19.5,11.8,name_change,Grand Falls | Harvey | Northampton,Albert,NB
NB023004,1891,Grand Falls,Grand Falls,False,2,4,19.5,11.8,name_change,Grand Falls | Harvey | Northampton,Victoria,NB
NB023004,1901,Grand Falls,Grand Falls,False,2,4,19.5,11.8,name_change,Grand Falls | Harvey | Northampton,Victoria & Madawaska,NB
NB023004,1921,Northampton,Northampton,False,2,4,19.5,11.8,name_change,Grand Falls | Harvey | Northampton,Carleton,NB
NB023005,1881,Alma,Alma,False,2,4,22.2,22.2,name_change,Alma | Lorne | Peel,Albert,NB
NB023005,1891,Lorne,Lorne,False,2,4,22.2,22.2,name_change,Alma | Lorne | Peel,Victoria,NB
NB023005,1901,Lorne,Lorne,False,2,4,22.2,22.2,name_change,Alma | Lorne | Peel,Victoria & Madawaska,NB
NB023005,1921,Peel,Peel,False,2,4,22.2,22.2,name_change,Alma | Lorne | Peel,Carleton,NB
NB023006,1881,Elgin,Elgin,False,2,4,11.8,0.0,name_change,Elgin | Madawaska | Richmond,Albert,NB
NB023006,1891,Madawaska,Madawaska,False,2,4,11.8,0.0,name_change,Elgin | Madawaska | Richmond,Victoria,NB
NB023006,1901,Madawaska,Madawaska,False,2,4,11.8,0.0,name_change,Elgin | Madawaska | Richmond,Victoria & Madawaska,NB
NB023006,1921,Richmond,Richmond,False,2,4,11.8,0.0,name_change,Elgin | Madawaska | Richmond,Carleton,NB
NB023007,1891,Perth,Perth,False,2,3,0.0,0.0,name_change,Perth | Simonds,Victoria,NB
NB023007,1901,Perth,Perth,False,2,3,0.0,0.0,name_change,Perth | Simonds,Victoria & Madawaska,NB
NB023007,1921,Simonds,Simonds,False,2,3,0.0,0.0,name_change,Perth | Simonds,Carleton,NB
NB023008,1891,Ste. Anne,Ste. Anne,False,1,3,52.3,22.2,name_change,St. Anns | Ste. Anne | Wakefield,Victoria,NB
NB023008,1901,St. Anns,St. Anns,False,1,3,52.3,22.2,name_change,St. Anns | Ste. Anne | Wakefield,Victoria & Madawaska,NB
NB023008,1921,Wakefield,Wakefield,False,1,3,52.3,22.2,name_change,St. Anns | Ste. Anne | Wakefield,Carleton,NB
NB023009,1891,St. Bazile,St. Bazile,False,2,3,23.5,23.5,name_change,St. Bazile | Wicklow,Victoria,NB
