place_id:ID,:LABEL,name,place_type,community_type,wikidata_id,wikidata_uri,geonames_id,inception_date,province,latitude:float,longitude:float
COMMUNITY_Q557643,E53_Place,Mission,COMMUNITY,city,Q557643,http://www.wikidata.org/entity/Q557643,6075292,1868-01-01T00:00:00Z,Fraser Valley Regional District,49.133694444,-122.311166666
COMMUNITY_Q991310,E53_Place,Timmins,COMMUNITY,city,Q991310,http://www.wikidata.org/entity/Q991310,6166739,1912-01-01T00:00:00Z,Ontario,48.471666666,-81.331388888
COMMUNITY_Q1070656,E53_Place,Chester,COMMUNITY,village,Q1070656,http://www.wikidata.org/entity/Q1070656,5921028,1759-01-01T00:00:00Z,Municipality of the District of Chester,44.5403,-64.2397
COMMUNITY_Q2273431,E53_Place,Cochrane,COMMUNITY,city,Q2273431,http://www.wikidata.org/entity/Q2273431,5924614,1908-01-01T00:00:00Z,Cochrane District,49.066666666,-81.016666666
COMMUNITY_Q999654,E53_Place,North Battleford,COMMUNITY,city,Q999654,http://www.wikidata.org/entity/Q999654,6089404,1906-01-01T00:00:00Z,Saskatchewan,52.7575,-108.286111111
COMMUNITY_Q133116,E53_Place,Hamilton,COMMUNITY,city,Q133116,http://www.wikidata.org/entity/Q133116,5969782,1846-06-09T00:00:00Z,Ontario,43.256666666,-79.869166666
COMMUNITY_Q36312,E53_Place,Calgary,COMMUNITY,city,Q36312,http://www.wikidata.org/entity/Q36312,5913490,1884-11-07T00:00:00Z,Alberta,51.05,-114.066666666
COMMUNITY_Q675976,E53_Place,Girouxville,COMMUNITY,village,Q675976,http://www.wikidata.org/entity/Q675976,5961502,,Alberta,55.7539,-117.339
COMMUNITY_Q776930,E53_Place,Peterborough,COMMUNITY,city,Q776930,http://www.wikidata.org/entity/Q776930,6101645,1819-01-01T00:00:00Z,Ontario,44.3,-78.316666666
COMMUNITY_Q956690,E53_Place,Cornwall,COMMUNITY,city,Q956690,http://www.wikidata.org/entity/Q956690,5928065,1784-01-01T00:00:00Z,"United Counties of Stormont, Dundas and Glengarry",45.0275,-74.74
COMMUNITY_Q374857,E53_Place,Pugwash,COMMUNITY,village,Q374857,http://www.wikidata.org/entity/Q374857,6114041,,Cumberland County,45.85,-63.661
COMMUNITY_Q1904228,E53_Place,Melfort,COMMUNITY,city,Q1904228,http://www.wikidata.org/entity/Q1904228,6071876,1892-08-01T00:00:00Z,Saskatchewan,52.856388888,-104.61
COMMUNITY_Q991310,E53_Place,Timmins,COMMUNITY,city,Q991310,http://www.wikidata.org/entity/Q991310,6166739,1912-01-01T00:00:00Z,Cochrane District,48.471666666,-81.331388888
COMMUNITY_Q34047,E53_Place,Brockville,COMMUNITY,city,Q34047,http://www.wikidata.org/entity/Q34047,5909294,1785-01-01T00:00:00Z,United Counties of Leeds and Grenville,44.583333333,-75.683333333
COMMUNITY_Q7230482,E53_Place,Port Arthur,COMMUNITY,city,Q7230482,http://www.wikidata.org/entity/Q7230482,,,Thunder Bay,48.45,-89.23
COMMUNITY_Q385229,E53_Place,Norfolk County,COMMUNITY,city,Q385229,http://www.wikidata.org/entity/Q385229,6089125,1792-01-01T00:00:00Z,Ontario,42.85,-80.2667
COMMUNITY_Q200166,E53_Place,Kitchener,COMMUNITY,city,Q200166,http://www.wikidata.org/entity/Q200166,5992996,1833-01-01T00:00:00Z,Regional Municipality of Waterloo,43.45,-80.483333333
COMMUNITY_Q16461,E53_Place,Nanaimo,COMMUNITY,city,Q16461,http://www.wikidata.org/entity/Q16461,6085772,1874-01-01T00:00:00Z,Regional District of Nanaimo,49.164166666,-123.936388888
COMMUNITY_Q666831,E53_Place,Flin Flon,COMMUNITY,city,Q666831,http://www.wikidata.org/entity/Q666831,5954718,1927-01-01T00:00:00Z,Manitoba,54.768055555,-101.864166666
COMMUNITY_Q666831,E53_Place,Flin Flon,COMMUNITY,city,Q666831,http://www.wikidata.org/entity/Q666831,5954718,1927-01-01T00:00:00Z,Saskatchewan,54.768055555,-101.864166666
COMMUNITY_Q2373358,E53_Place,Orillia,COMMUNITY,city,Q2373358,http://www.wikidata.org/entity/Q2373358,6094325,1867-01-01T00:00:00Z,Golden Horseshoe,44.6,-79.416666666
COMMUNITY_Q182625,E53_Place,Windsor,COMMUNITY,city,Q182625,http://www.wikidata.org/entity/Q182625,6182962,1749-01-01T00:00:00Z,Essex County,42.31729,-83.03526
COMMUNITY_Q34227,E53_Place,Belleville,COMMUNITY,city,Q34227,http://www.wikidata.org/entity/Q34227,5897884,1789-01-01T00:00:00Z,Hastings County,44.166666666,-77.383333333
COMMUNITY_Q785416,E53_Place,Mabou,COMMUNITY,village,Q785416,http://www.wikidata.org/entity/Q785416,6062534,,Nova Scotia,46.0719,-61.3917
COMMUNITY_Q986003,E53_Place,Cache Creek,COMMUNITY,village,Q986003,http://www.wikidata.org/entity/Q986003,5913049,,Thompson-Nicola Regional District,50.811944444,-121.323333333
COMMUNITY_Q1007407,E53_Place,Fort Saskatchewan,COMMUNITY,city,Q1007407,http://www.wikidata.org/entity/Q1007407,5955948,,Edmonton Metropolitan Region,53.712777777,-113.213055555
COMMUNITY_Q1017691,E53_Place,Cold Lake,COMMUNITY,city,Q1017691,http://www.wikidata.org/entity/Q1017691,5925024,2000-10-01T00:00:00Z,Alberta,54.4642,-110.183
COMMUNITY_Q2373358,E53_Place,Orillia,COMMUNITY,city,Q2373358,http://www.wikidata.org/entity/Q2373358,6094325,1867-01-01T00:00:00Z,Simcoe County,44.6,-79.416666666
COMMUNITY_Q386626,E53_Place,Pickering,COMMUNITY,city,Q386626,http://www.wikidata.org/entity/Q386626,6104111,1811-01-01T00:00:00Z,Regional Municipality of Durham,43.906944444,-79.130833333
COMMUNITY_Q991295,E53_Place,Thompson,COMMUNITY,city,Q991295,http://www.wikidata.org/entity/Q991295,6165406,1956-01-01T00:00:00Z,Manitoba,55.743333333,-97.855277777
COMMUNITY_Q1015639,E53_Place,Prince Rupert,COMMUNITY,city,Q1015639,http://www.wikidata.org/entity/Q1015639,6113406,1910-03-10T00:00:00Z,North Coast Regional District,54.312194444,-130.327083333
COMMUNITY_Q264075,E53_Place,Dieppe,COMMUNITY,city,Q264075,http://www.wikidata.org/entity/Q264075,5939219,2003-01-01T00:00:00Z,Westmorland County,46.098888888,-64.724166666
COMMUNITY_Q2123,E53_Place,Regina,COMMUNITY,city,Q2123,http://www.wikidata.org/entity/Q2123,6119109,1882-01-01T00:00:00Z,Saskatchewan,50.454722222,-104.606666666
COMMUNITY_Q815312,E53_Place,Belcarra,COMMUNITY,village,Q815312,http://www.wikidata.org/entity/Q815312,5897652,,Metro Vancouver Regional District,49.318611111,-122.926666666
COMMUNITY_Q36312,E53_Place,Calgary,COMMUNITY,city,Q36312,http://www.wikidata.org/entity/Q36312,11807181,1884-11-07T00:00:00Z,Alberta,51.05,-114.066666666
COMMUNITY_Q912253,E53_Place,North Bay,COMMUNITY,city,Q912253,http://www.wikidata.org/entity/Q912253,6089426,1891-01-01T00:00:00Z,Nipissing District,46.309166666,-79.461388888
COMMUNITY_Q463165,E53_Place,Sault Ste. Marie,COMMUNITY,city,Q463165,http://www.wikidata.org/entity/Q463165,6141439,1888-01-01T00:00:00Z,Algoma District,46.5333,-84.35
COMMUNITY_Q50816,E53_Place,Mississauga,COMMUNITY,city,Q50816,http://www.wikidata.org/entity/Q50816,6075357,1968-01-01T00:00:00Z,Regional Municipality of Peel,43.6,-79.65
COMMUNITY_Q605427,E53_Place,Melville,COMMUNITY,city,Q605427,http://www.wikidata.org/entity/Q605427,6071971,1908-01-01T00:00:00Z,Saskatchewan,50.9306,-102.808
COMMUNITY_Q952269,E53_Place,Chicoutimi,COMMUNITY,city,Q952269,http://www.wikidata.org/entity/Q952269,5921225,1842-08-24T00:00:00Z,Saguenay,48.427777777,-71.059166666
COMMUNITY_Q2127,E53_Place,Charlottetown,COMMUNITY,city,Q2127,http://www.wikidata.org/entity/Q2127,5920288,1764-01-01T00:00:00Z,Queens County,46.235277777,-63.126666666
COMMUNITY_Q740756,E53_Place,Stratford,COMMUNITY,city,Q740756,http://www.wikidata.org/entity/Q740756,6157977,1859-01-01T00:00:00Z,Perth County,43.366666666,-80.966666666
COMMUNITY_Q2096,E53_Place,Edmonton,COMMUNITY,city,Q2096,http://www.wikidata.org/entity/Q2096,5946768,1904-10-08T00:00:00Z,Alberta,53.533333333,-113.5
COMMUNITY_Q34218,E53_Place,Burlington,COMMUNITY,city,Q34218,http://www.wikidata.org/entity/Q34218,5911592,1874-01-01T00:00:00Z,Regional Municipality of Halton,43.325,-79.8
COMMUNITY_Q2739754,E53_Place,Trenton,COMMUNITY,city,Q2739754,http://www.wikidata.org/entity/Q2739754,6168768,1784-01-01T00:00:00Z,Quinte West,44.1,-77.5806
COMMUNITY_Q1904178,E53_Place,Meadow Lake,COMMUNITY,city,Q1904178,http://www.wikidata.org/entity/Q1904178,6071421,1931-08-29T00:00:00Z,Saskatchewan,54.124166666,-108.435833333
COMMUNITY_Q253903,E53_Place,Beaumont,COMMUNITY,city,Q253903,http://www.wikidata.org/entity/Q253903,5896522,2019-01-01T00:00:00Z,Alberta,53.357222222,-113.414722222
COMMUNITY_Q92561,E53_Place,London,COMMUNITY,city,Q92561,http://www.wikidata.org/entity/Q92561,6058560,1826-01-01T00:00:00Z,Middlesex County,42.9837,-81.2497
COMMUNITY_Q634264,E53_Place,Somerset,COMMUNITY,village,Q634264,http://www.wikidata.org/entity/Q634264,6151195,1889-01-01T00:00:00Z,Division No. 4,49.4122,-98.6606
COMMUNITY_Q466691,E53_Place,Port-Menier,COMMUNITY,village,Q466691,http://www.wikidata.org/entity/Q466691,6111957,1900-01-01T00:00:00Z,L'Île-d'Anticosti,49.81777778,-64.35055556
COMMUNITY_Q928044,E53_Place,Wakefield,COMMUNITY,village,Q928044,http://www.wikidata.org/entity/Q928044,6175109,1830-01-01T00:00:00Z,La Pêche,45.638333333,-75.930833333
COMMUNITY_Q880216,E53_Place,Black Diamond,COMMUNITY,village,Q880216,http://www.wikidata.org/entity/Q880216,5902458,,Alberta,50.688055555,-114.233333333
COMMUNITY_Q619937,E53_Place,Swift Current,COMMUNITY,city,Q619937,http://www.wikidata.org/entity/Q619937,6160603,1883-01-01T00:00:00Z,Saskatchewan,50.288055555,-107.793888888
COMMUNITY_Q991363,E53_Place,Corner Brook,COMMUNITY,city,Q991363,http://www.wikidata.org/entity/Q991363,5927969,1956-01-01T00:00:00Z,Newfoundland and Labrador,48.95,-57.95
COMMUNITY_Q2030,E53_Place,Iqaluit,COMMUNITY,city,Q2030,http://www.wikidata.org/entity/Q2030,5983720,1942-01-01T00:00:00Z,Qikiqtaaluk Region,63.749444444,-68.521666666
COMMUNITY_Q954302,E53_Place,Burns Lake,COMMUNITY,village,Q954302,http://www.wikidata.org/entity/Q954302,5911745,,Regional District of Bulkley-Nechako,54.229166666,-125.7625
COMMUNITY_Q424773,E53_Place,Welland,COMMUNITY,city,Q424773,http://www.wikidata.org/entity/Q424773,6177869,1788-01-01T00:00:00Z,Regional Municipality of Niagara,42.983333333,-79.233333333
COMMUNITY_Q497373,E53_Place,Dartmouth,COMMUNITY,city,Q497373,http://www.wikidata.org/entity/Q497373,5935277,1750-01-01T00:00:00Z,Halifax,44.6667,-63.5667
COMMUNITY_Q384944,E53_Place,County of Brant,COMMUNITY,city,Q384944,http://www.wikidata.org/entity/Q384944,5907982,1793-01-01T00:00:00Z,Ontario,43.116666666,-80.366666666
COMMUNITY_Q117074584,E53_Place,Portland,COMMUNITY,city,Q117074584,http://www.wikidata.org/entity/Q117074584,,,Saint John County,,
COMMUNITY_Q1017691,E53_Place,Cold Lake,COMMUNITY,city,Q1017691,http://www.wikidata.org/entity/Q1017691,5925024,1953-12-31T00:00:00Z,Alberta,54.4642,-110.183
COMMUNITY_Q44198,E53_Place,Brampton,COMMUNITY,city,Q44198,http://www.wikidata.org/entity/Q44198,5907364,1853-01-01T00:00:00Z,Regional Municipality of Peel,43.683333333,-79.766666666
COMMUNITY_Q448120,E53_Place,Thorold,COMMUNITY,city,Q448120,http://www.wikidata.org/entity/Q448120,6165719,1850-01-01T00:00:00Z,Regional Municipality of Niagara,43.116666666,-79.2
COMMUNITY_Q932261,E53_Place,Sydney,COMMUNITY,city,Q932261,http://www.wikidata.org/entity/Q932261,6354908,1785-01-01T00:00:00Z,Cape Breton,46.1378,-60.1829
COMMUNITY_Q671431,E53_Place,Prince Albert,COMMUNITY,city,Q671431,http://www.wikidata.org/entity/Q671431,6113335,1866-01-01T00:00:00Z,Saskatchewan,53.2,-105.75
COMMUNITY_Q126708634,E53_Place,Chapais,COMMUNITY,city,Q126708634,http://www.wikidata.org/entity/Q126708634,,,Quebec,,
COMMUNITY_Q2061,E53_Place,Yellowknife,COMMUNITY,city,Q2061,http://www.wikidata.org/entity/Q2061,6185377,1936-01-01T00:00:00Z,Northwest Territories,62.442222222,-114.3975
COMMUNITY_Q187609,E53_Place,Gold River,COMMUNITY,village,Q187609,http://www.wikidata.org/entity/Q187609,5962736,,Strathcona Regional District,49.7769,-126.051
COMMUNITY_Q1026567,E53_Place,Steinbach,COMMUNITY,city,Q1026567,http://www.wikidata.org/entity/Q1026567,6156102,1874-01-01T00:00:00Z,Manitoba,49.5258,-96.6839
COMMUNITY_Q2055,E53_Place,Whitehorse,COMMUNITY,city,Q2055,http://www.wikidata.org/entity/Q2055,6180550,1898-01-01T00:00:00Z,Yukon,60.717222222,-135.055833333
COMMUNITY_Q1982768,E53_Place,Temiskaming Shores,COMMUNITY,city,Q1982768,http://www.wikidata.org/entity/Q1982768,6162659,2004-01-01T00:00:00Z,Timiskaming District,47.493611111,-79.715277777
COMMUNITY_Q383434,E53_Place,Greater Sudbury,COMMUNITY,city,Q383434,http://www.wikidata.org/entity/Q383434,5964700,1893-01-01T00:00:00Z,Ontario,46.49,-81.01
